Make,Model,Year,Total,Pass,Pass %,Fail,Fail %,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,area16,area17,area18,area19,area20,area21,area22,area23,area24,area25,area26,Incomplete,Incomplete %
VOLKSWAGEN,VENTO,1994.00,8.00,1.00,12.50,7.00,87.50,1.00,12.50,1.00,12.50,5.00,62.50,1.00,12.50,3.00,37.50,2.00,25.00,4.00,50.00,3.00,37.50,2.00,25.00,0.00,0.00,3.00,37.50,1.00,12.50,0.00,0.00,0.00,0.00
VOLKSWAGEN,VENTO,1995.00,23.00,2.00,8.70,21.00,91.30,6.00,26.10,7.00,30.40,7.00,30.40,8.00,34.80,4.00,17.40,1.00,4.30,13.00,56.50,7.00,30.40,3.00,13.00,1.00,4.30,9.00,39.10,1.00,4.30,0.00,0.00,0.00,0.00
VOLKSWAGEN,VENTO,1996.00,33.00,13.00,39.40,20.00,60.60,3.00,9.10,5.00,15.20,12.00,36.40,6.00,18.20,3.00,9.10,0.00,0.00,7.00,21.20,12.00,36.40,0.00,0.00,0.00,0.00,8.00,24.20,0.00,0.00,0.00,0.00,0.00,0.00
VOLKSWAGEN,VENTO,1997.00,43.00,13.00,30.20,30.00,69.80,12.00,27.90,17.00,39.50,13.00,30.20,12.00,27.90,7.00,16.30,1.00,2.30,14.00,32.60,13.00,30.20,5.00,11.60,0.00,0.00,15.00,34.90,3.00,7.00,0.00,0.00,0.00,0.00
VOLKSWAGEN,VENTO,1998.00,5.00,1.00,20.00,4.00,80.00,1.00,20.00,3.00,60.00,2.00,40.00,2.00,40.00,1.00,20.00,0.00,0.00,2.00,40.00,2.00,40.00,0.00,0.00,0.00,0.00,2.00,40.00,1.00,20.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1985.00,3.00,0.00,0.00,3.00,100.00,1.00,33.30,3.00,100.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00
VOLVO,240.00,1986.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1987.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1988.00,5.00,3.00,60.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1989.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,2.00,100.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1990.00,4.00,1.00,25.00,3.00,75.00,0.00,0.00,3.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1991.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1992.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,240.00,1993.00,4.00,3.00,75.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,244.00,1980.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,340.00,1987.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00
VOLVO,340.00,1989.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,343.00,1980.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,1997.00,3.00,0.00,0.00,3.00,100.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,2.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,1998.00,10.00,2.00,20.00,8.00,80.00,2.00,20.00,5.00,50.00,2.00,20.00,1.00,10.00,0.00,0.00,1.00,10.00,2.00,20.00,3.00,30.00,0.00,0.00,1.00,10.00,4.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,1999.00,21.00,9.00,42.90,12.00,57.10,5.00,23.80,5.00,23.80,5.00,23.80,5.00,23.80,4.00,19.00,1.00,4.80,2.00,9.50,3.00,14.30,1.00,4.80,1.00,4.80,5.00,23.80,1.00,4.80,1.00,4.80,0.00,0.00
VOLVO,40 SERIES,2000.00,19.00,8.00,42.10,11.00,57.90,5.00,26.30,1.00,5.30,4.00,21.10,4.00,21.10,0.00,0.00,1.00,5.30,2.00,10.50,3.00,15.80,1.00,5.30,2.00,10.50,4.00,21.10,3.00,15.80,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2001.00,23.00,7.00,30.40,16.00,69.60,3.00,13.00,5.00,21.70,8.00,34.80,4.00,17.40,1.00,4.30,3.00,13.00,1.00,4.30,2.00,8.70,2.00,8.70,0.00,0.00,4.00,17.40,2.00,8.70,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2002.00,53.00,10.00,18.90,43.00,81.10,7.00,13.20,27.00,50.90,14.00,26.40,11.00,20.80,7.00,13.20,8.00,15.10,0.00,0.00,7.00,13.20,6.00,11.30,3.00,5.70,13.00,24.50,6.00,11.30,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2003.00,119.00,34.00,28.60,85.00,71.40,22.00,18.50,38.00,31.90,28.00,23.50,24.00,20.20,18.00,15.10,14.00,11.80,5.00,4.20,21.00,17.60,10.00,8.40,9.00,7.60,30.00,25.20,5.00,4.20,1.00,0.80,0.00,0.00
VOLVO,40 SERIES,2004.00,165.00,49.00,29.70,116.00,70.30,28.00,17.00,60.00,36.40,42.00,25.50,42.00,25.50,14.00,8.50,21.00,12.70,6.00,3.60,31.00,18.80,13.00,7.90,13.00,7.90,41.00,24.80,5.00,3.00,1.00,0.60,1.00,0.60
VOLVO,40 SERIES,2005.00,170.00,68.00,40.00,102.00,60.00,17.00,10.00,30.00,17.60,41.00,24.10,16.00,9.40,26.00,15.30,22.00,12.90,1.00,0.60,25.00,14.70,19.00,11.20,5.00,2.90,28.00,16.50,16.00,9.40,1.00,0.60,0.00,0.00
VOLVO,40 SERIES,2006.00,150.00,58.00,38.70,92.00,61.30,21.00,14.00,32.00,21.30,39.00,26.00,7.00,4.70,35.00,23.30,12.00,8.00,3.00,2.00,21.00,14.00,25.00,16.70,6.00,4.00,10.00,6.70,14.00,9.30,3.00,2.00,1.00,0.70
VOLVO,40 SERIES,2007.00,105.00,41.00,39.00,64.00,61.00,14.00,13.30,28.00,26.70,27.00,25.70,6.00,5.70,17.00,16.20,11.00,10.50,3.00,2.90,16.00,15.20,21.00,20.00,3.00,2.90,8.00,7.60,6.00,5.70,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2008.00,288.00,109.00,37.80,179.00,62.20,39.00,13.50,65.00,22.60,76.00,26.40,23.00,8.00,41.00,14.20,22.00,7.60,4.00,1.40,52.00,18.10,36.00,12.50,5.00,1.70,21.00,7.30,15.00,5.20,1.00,0.30,0.00,0.00
VOLVO,40 SERIES,2009.00,86.00,38.00,44.20,48.00,55.80,9.00,10.50,22.00,25.60,21.00,24.40,7.00,8.10,13.00,15.10,2.00,2.30,0.00,0.00,14.00,16.30,7.00,8.10,5.00,5.80,9.00,10.50,5.00,5.80,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2010.00,65.00,41.00,63.10,24.00,36.90,4.00,6.20,4.00,6.20,12.00,18.50,0.00,0.00,5.00,7.70,0.00,0.00,0.00,0.00,12.00,18.50,1.00,1.50,0.00,0.00,0.00,0.00,3.00,4.60,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2012.00,27.00,19.00,70.40,8.00,29.60,3.00,11.10,1.00,3.70,0.00,0.00,0.00,0.00,1.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2013.00,125.00,93.00,74.40,32.00,25.60,8.00,6.40,7.00,5.60,4.00,3.20,0.00,0.00,5.00,4.00,0.00,0.00,3.00,2.40,1.00,0.80,11.00,8.80,6.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2014.00,428.00,322.00,75.20,106.00,24.80,18.00,4.20,17.00,4.00,10.00,2.30,0.00,0.00,23.00,5.40,1.00,0.20,1.00,0.20,2.00,0.50,31.00,7.20,28.00,6.50,0.00,0.00,2.00,0.50,0.00,0.00,0.00,0.00
VOLVO,40 SERIES,2015.00,17.00,12.00,70.60,5.00,29.40,0.00,0.00,2.00,11.80,2.00,11.80,0.00,0.00,1.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,3.00,17.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1990.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1991.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1992.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1993.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1994.00,5.00,1.00,20.00,4.00,80.00,0.00,0.00,1.00,20.00,1.00,20.00,2.00,40.00,1.00,20.00,0.00,0.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,3.00,60.00,1.00,20.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1995.00,6.00,4.00,66.70,2.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1996.00,5.00,3.00,60.00,2.00,40.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,400 SERIES,1997.00,3.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,1997.00,3.00,0.00,0.00,3.00,100.00,0.00,0.00,1.00,33.30,2.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.70,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,1998.00,17.00,11.00,64.70,6.00,35.30,2.00,11.80,2.00,11.80,2.00,11.80,1.00,5.90,1.00,5.90,1.00,5.90,1.00,5.90,1.00,5.90,2.00,11.80,1.00,5.90,1.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,1999.00,4.00,3.00,75.00,1.00,25.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,2000.00,15.00,5.00,33.30,10.00,66.70,1.00,6.70,2.00,13.30,3.00,20.00,1.00,6.70,2.00,13.30,0.00,0.00,0.00,0.00,3.00,20.00,0.00,0.00,3.00,20.00,3.00,20.00,1.00,6.70,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,2001.00,9.00,4.00,44.40,5.00,55.60,1.00,11.10,2.00,22.20,2.00,22.20,2.00,22.20,1.00,11.10,0.00,0.00,0.00,0.00,2.00,22.20,1.00,11.10,2.00,22.20,3.00,33.30,1.00,11.10,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,2002.00,9.00,4.00,44.40,5.00,55.60,1.00,11.10,1.00,11.10,3.00,33.30,0.00,0.00,1.00,11.10,1.00,11.10,0.00,0.00,2.00,22.20,0.00,0.00,0.00,0.00,1.00,11.10,1.00,11.10,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,2003.00,6.00,4.00,66.70,2.00,33.30,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,2004.00,4.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,2005.00,6.00,0.00,0.00,6.00,100.00,1.00,16.70,3.00,50.00,2.00,33.30,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,50.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,70 SERIES,2007.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,740.00,1986.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,2.00,100.00,1.00,50.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,740.00,1987.00,3.00,0.00,0.00,3.00,100.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,2.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,740.00,1988.00,4.00,3.00,75.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,740.00,1989.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,740.00,1990.00,5.00,1.00,20.00,4.00,80.00,1.00,20.00,2.00,40.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,744.00,1991.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,745.00,1989.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,745.00,1990.00,3.00,2.00,66.70,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,760.00,1982.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,760.00,1984.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,760.00,1986.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,760.00,1987.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,760.00,1988.00,5.00,2.00,40.00,3.00,60.00,1.00,20.00,2.00,40.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,760.00,1989.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,760.00,1990.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2000.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2001.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2002.00,9.00,5.00,55.60,4.00,44.40,1.00,11.10,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.10,1.00,11.10,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2003.00,9.00,2.00,22.20,7.00,77.80,3.00,33.30,2.00,22.20,3.00,33.30,2.00,22.20,1.00,11.10,2.00,22.20,0.00,0.00,3.00,33.30,0.00,0.00,0.00,0.00,2.00,22.20,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2004.00,18.00,5.00,27.80,13.00,72.20,1.00,5.60,7.00,38.90,4.00,22.20,2.00,11.10,3.00,16.70,2.00,11.10,0.00,0.00,2.00,11.10,1.00,5.60,2.00,11.10,5.00,27.80,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2005.00,13.00,4.00,30.80,9.00,69.20,2.00,15.40,2.00,15.40,3.00,23.10,3.00,23.10,3.00,23.10,1.00,7.70,1.00,7.70,2.00,15.40,0.00,0.00,0.00,0.00,3.00,23.10,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2006.00,22.00,8.00,36.40,14.00,63.60,0.00,0.00,2.00,9.10,5.00,22.70,3.00,13.60,2.00,9.10,0.00,0.00,1.00,4.50,4.00,18.20,0.00,0.00,2.00,9.10,5.00,22.70,1.00,4.50,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2007.00,15.00,9.00,60.00,6.00,40.00,1.00,6.70,2.00,13.30,3.00,20.00,1.00,6.70,0.00,0.00,1.00,6.70,1.00,6.70,3.00,20.00,0.00,0.00,0.00,0.00,2.00,13.30,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2008.00,23.00,10.00,43.50,13.00,56.50,1.00,4.30,3.00,13.00,1.00,4.30,3.00,13.00,1.00,4.30,0.00,0.00,0.00,0.00,1.00,4.30,3.00,13.00,2.00,8.70,1.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2009.00,32.00,14.00,43.80,18.00,56.30,2.00,6.30,8.00,25.00,7.00,21.90,2.00,6.30,1.00,3.10,2.00,6.30,0.00,0.00,4.00,12.50,6.00,18.80,2.00,6.30,1.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2010.00,49.00,29.00,59.20,20.00,40.80,2.00,4.10,5.00,10.20,4.00,8.20,0.00,0.00,5.00,10.20,1.00,2.00,1.00,2.00,3.00,6.10,3.00,6.10,5.00,10.20,0.00,0.00,4.00,8.20,1.00,2.00,0.00,0.00
VOLVO,80 SERIES,2011.00,15.00,7.00,46.70,8.00,53.30,1.00,6.70,0.00,0.00,2.00,13.30,0.00,0.00,2.00,13.30,0.00,0.00,0.00,0.00,2.00,13.30,0.00,0.00,3.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2012.00,41.00,30.00,73.20,11.00,26.80,1.00,2.40,5.00,12.20,6.00,14.60,0.00,0.00,0.00,0.00,1.00,2.40,0.00,0.00,6.00,14.60,0.00,0.00,2.00,4.90,0.00,0.00,1.00,2.40,1.00,2.40,0.00,0.00
VOLVO,80 SERIES,2013.00,12.00,10.00,83.30,2.00,16.70,1.00,8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,80 SERIES,2014.00,15.00,12.00,80.00,3.00,20.00,1.00,6.70,0.00,0.00,1.00,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.70,0.00,0.00,1.00,6.70,0.00,0.00,1.00,6.70,0.00,0.00,0.00,0.00
VOLVO,800 SERIES,1994.00,7.00,4.00,57.10,3.00,42.90,1.00,14.30,1.00,14.30,1.00,14.30,0.00,0.00,2.00,28.60,1.00,14.30,1.00,14.30,1.00,14.30,1.00,14.30,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,800 SERIES,1995.00,8.00,2.00,25.00,6.00,75.00,2.00,25.00,4.00,50.00,4.00,50.00,2.00,25.00,2.00,25.00,2.00,25.00,1.00,12.50,2.00,25.00,1.00,12.50,0.00,0.00,3.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,800 SERIES,1996.00,24.00,10.00,41.70,14.00,58.30,5.00,20.80,8.00,33.30,5.00,20.80,1.00,4.20,2.00,8.30,5.00,20.80,0.00,0.00,6.00,25.00,1.00,4.20,3.00,12.50,1.00,4.20,2.00,8.30,0.00,0.00,0.00,0.00
VOLVO,800 SERIES,1997.00,16.00,6.00,37.50,10.00,62.50,1.00,6.30,4.00,25.00,4.00,25.00,4.00,25.00,1.00,6.30,3.00,18.80,1.00,6.30,3.00,18.80,2.00,12.50,1.00,6.30,4.00,25.00,2.00,12.50,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,1998.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2003.00,37.00,8.00,21.60,29.00,78.40,8.00,21.60,16.00,43.20,13.00,35.10,6.00,16.20,9.00,24.30,2.00,5.40,4.00,10.80,11.00,29.70,4.00,10.80,7.00,18.90,18.00,48.60,2.00,5.40,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2004.00,257.00,68.00,26.50,189.00,73.50,42.00,16.30,83.00,32.30,84.00,32.70,38.00,14.80,26.00,10.10,13.00,5.10,6.00,2.30,75.00,29.20,28.00,10.90,24.00,9.30,110.00,42.80,14.00,5.40,1.00,0.40,2.00,0.80
VOLVO,90 SERIES,2005.00,224.00,53.00,23.70,171.00,76.30,33.00,14.70,76.00,33.90,36.00,16.10,8.00,3.60,26.00,11.60,17.00,7.60,8.00,3.60,44.00,19.60,19.00,8.50,21.00,9.40,81.00,36.20,11.00,4.90,2.00,0.90,0.00,0.00
